station,latitude,longitude,free_bikes,empty_slots,total_bike_cap,distanceyelp,poiname,location.address,ratingyelp,distancefoursq,namefoursq,location.addressfoursq,ratingfoursq,popularityyelp,categories
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,421.6893240144786,Trouvaille,203 N Lombardy St,5.0,974,The Sidewalk Cafe,2101 W Main St,7.9,0.9933278748497464,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,421.6893240144786,Trouvaille,203 N Lombardy St,5.0,814,District 5,1911 W Main St,7.7,0.9792345347804122,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,421.6893240144786,Trouvaille,203 N Lombardy St,5.0,894,Byrd House,301 W Franklin St,7.3,0.9684685469400554,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,421.6893240144786,Trouvaille,203 N Lombardy St,5.0,854,The Camel,1621 W Broad St,7.2,0.9812727557793148,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,421.6893240144786,Trouvaille,203 N Lombardy St,5.0,490,Home Team Grill,1630 W Main St,6.5,0.9627719805585074,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,421.6893240144786,Trouvaille,203 N Lombardy St,5.0,99,CapTech,1118 W Main St,,0.9226347055031968,office
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,421.6893240144786,Trouvaille,203 N Lombardy St,5.0,115,Sportable Richmond Adaptive Sports & Recreation,1327 Floyd Ave,,0.224674668571329,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,539.0973481954405,Tito’s Taqueria & Bar,733 W Cary St,3.7,295,Beauvine Burger Concept,1501 W Main St,8.5,0.9884675016985176,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,539.0973481954405,Tito’s Taqueria & Bar,733 W Cary St,3.7,170,Postbellum,1323 W Main St,7.6,0.9516227374875876,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,539.0973481954405,Tito’s Taqueria & Bar,733 W Cary St,3.7,828,Cobra Cabana,901 W Marshall St,7.9,0.995366095848649,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,539.0973481954405,Tito’s Taqueria & Bar,733 W Cary St,3.7,974,The Sidewalk Cafe,2101 W Main St,7.9,0.9933278748497464,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,539.0973481954405,Tito’s Taqueria & Bar,733 W Cary St,3.7,814,District 5,1911 W Main St,7.7,0.9792345347804122,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,539.0973481954405,Tito’s Taqueria & Bar,733 W Cary St,3.7,894,Byrd House,301 W Franklin St,7.3,0.9684685469400554,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,539.0973481954405,Tito’s Taqueria & Bar,733 W Cary St,3.7,854,The Camel,1621 W Broad St,7.2,0.9812727557793148,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,539.0973481954405,Tito’s Taqueria & Bar,733 W Cary St,3.7,490,Home Team Grill,1630 W Main St,6.5,0.9627719805585074,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,539.0973481954405,Tito’s Taqueria & Bar,733 W Cary St,3.7,99,CapTech,1118 W Main St,,0.9226347055031968,office
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,539.0973481954405,Tito’s Taqueria & Bar,733 W Cary St,3.7,115,Sportable Richmond Adaptive Sports & Recreation,1327 Floyd Ave,,0.224674668571329,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,347.75859032230585,KavaClub,1529 W Main St,4.3,295,Beauvine Burger Concept,1501 W Main St,8.5,0.9884675016985176,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,347.75859032230585,KavaClub,1529 W Main St,4.3,170,Postbellum,1323 W Main St,7.6,0.9516227374875876,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,347.75859032230585,KavaClub,1529 W Main St,4.3,828,Cobra Cabana,901 W Marshall St,7.9,0.995366095848649,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,347.75859032230585,KavaClub,1529 W Main St,4.3,974,The Sidewalk Cafe,2101 W Main St,7.9,0.9933278748497464,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,347.75859032230585,KavaClub,1529 W Main St,4.3,814,District 5,1911 W Main St,7.7,0.9792345347804122,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,347.75859032230585,KavaClub,1529 W Main St,4.3,894,Byrd House,301 W Franklin St,7.3,0.9684685469400554,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,347.75859032230585,KavaClub,1529 W Main St,4.3,854,The Camel,1621 W Broad St,7.2,0.9812727557793148,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,347.75859032230585,KavaClub,1529 W Main St,4.3,490,Home Team Grill,1630 W Main St,6.5,0.9627719805585074,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,347.75859032230585,KavaClub,1529 W Main St,4.3,99,CapTech,1118 W Main St,,0.9226347055031968,office
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,347.75859032230585,KavaClub,1529 W Main St,4.3,115,Sportable Richmond Adaptive Sports & Recreation,1327 Floyd Ave,,0.224674668571329,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,847.6275903398879,The Annex,1919 W Main St,3.6,295,Beauvine Burger Concept,1501 W Main St,8.5,0.9884675016985176,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,847.6275903398879,The Annex,1919 W Main St,3.6,170,Postbellum,1323 W Main St,7.6,0.9516227374875876,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,847.6275903398879,The Annex,1919 W Main St,3.6,828,Cobra Cabana,901 W Marshall St,7.9,0.995366095848649,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,847.6275903398879,The Annex,1919 W Main St,3.6,974,The Sidewalk Cafe,2101 W Main St,7.9,0.9933278748497464,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,847.6275903398879,The Annex,1919 W Main St,3.6,814,District 5,1911 W Main St,7.7,0.9792345347804122,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,847.6275903398879,The Annex,1919 W Main St,3.6,894,Byrd House,301 W Franklin St,7.3,0.9684685469400554,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,847.6275903398879,The Annex,1919 W Main St,3.6,854,The Camel,1621 W Broad St,7.2,0.9812727557793148,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,847.6275903398879,The Annex,1919 W Main St,3.6,490,Home Team Grill,1630 W Main St,6.5,0.9627719805585074,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,847.6275903398879,The Annex,1919 W Main St,3.6,99,CapTech,1118 W Main St,,0.9226347055031968,office
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,847.6275903398879,The Annex,1919 W Main St,3.6,115,Sportable Richmond Adaptive Sports & Recreation,1327 Floyd Ave,,0.224674668571329,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,926.6495650239244,The Riviere,506 W Broad St,3.3,295,Beauvine Burger Concept,1501 W Main St,8.5,0.9884675016985176,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,926.6495650239244,The Riviere,506 W Broad St,3.3,170,Postbellum,1323 W Main St,7.6,0.9516227374875876,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,926.6495650239244,The Riviere,506 W Broad St,3.3,828,Cobra Cabana,901 W Marshall St,7.9,0.995366095848649,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,926.6495650239244,The Riviere,506 W Broad St,3.3,974,The Sidewalk Cafe,2101 W Main St,7.9,0.9933278748497464,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,926.6495650239244,The Riviere,506 W Broad St,3.3,814,District 5,1911 W Main St,7.7,0.9792345347804122,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,926.6495650239244,The Riviere,506 W Broad St,3.3,894,Byrd House,301 W Franklin St,7.3,0.9684685469400554,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,926.6495650239244,The Riviere,506 W Broad St,3.3,854,The Camel,1621 W Broad St,7.2,0.9812727557793148,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,926.6495650239244,The Riviere,506 W Broad St,3.3,490,Home Team Grill,1630 W Main St,6.5,0.9627719805585074,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,926.6495650239244,The Riviere,506 W Broad St,3.3,99,CapTech,1118 W Main St,,0.9226347055031968,office
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,926.6495650239244,The Riviere,506 W Broad St,3.3,115,Sportable Richmond Adaptive Sports & Recreation,1327 Floyd Ave,,0.224674668571329,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,730.2203413456604,Aladdin Express,801 W Broad St,3.1,295,Beauvine Burger Concept,1501 W Main St,8.5,0.9884675016985176,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,730.2203413456604,Aladdin Express,801 W Broad St,3.1,170,Postbellum,1323 W Main St,7.6,0.9516227374875876,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,730.2203413456604,Aladdin Express,801 W Broad St,3.1,828,Cobra Cabana,901 W Marshall St,7.9,0.995366095848649,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,730.2203413456604,Aladdin Express,801 W Broad St,3.1,974,The Sidewalk Cafe,2101 W Main St,7.9,0.9933278748497464,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,730.2203413456604,Aladdin Express,801 W Broad St,3.1,814,District 5,1911 W Main St,7.7,0.9792345347804122,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,730.2203413456604,Aladdin Express,801 W Broad St,3.1,894,Byrd House,301 W Franklin St,7.3,0.9684685469400554,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,730.2203413456604,Aladdin Express,801 W Broad St,3.1,854,The Camel,1621 W Broad St,7.2,0.9812727557793148,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,730.2203413456604,Aladdin Express,801 W Broad St,3.1,490,Home Team Grill,1630 W Main St,6.5,0.9627719805585074,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,730.2203413456604,Aladdin Express,801 W Broad St,3.1,99,CapTech,1118 W Main St,,0.9226347055031968,office
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,730.2203413456604,Aladdin Express,801 W Broad St,3.1,115,Sportable Richmond Adaptive Sports & Recreation,1327 Floyd Ave,,0.224674668571329,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,130.8499025954157,Piccola New Style,1102 W Main St,3.3,295,Beauvine Burger Concept,1501 W Main St,8.5,0.9884675016985176,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,130.8499025954157,Piccola New Style,1102 W Main St,3.3,170,Postbellum,1323 W Main St,7.6,0.9516227374875876,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,130.8499025954157,Piccola New Style,1102 W Main St,3.3,828,Cobra Cabana,901 W Marshall St,7.9,0.995366095848649,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,130.8499025954157,Piccola New Style,1102 W Main St,3.3,974,The Sidewalk Cafe,2101 W Main St,7.9,0.9933278748497464,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,130.8499025954157,Piccola New Style,1102 W Main St,3.3,814,District 5,1911 W Main St,7.7,0.9792345347804122,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,130.8499025954157,Piccola New Style,1102 W Main St,3.3,894,Byrd House,301 W Franklin St,7.3,0.9684685469400554,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,130.8499025954157,Piccola New Style,1102 W Main St,3.3,854,The Camel,1621 W Broad St,7.2,0.9812727557793148,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,130.8499025954157,Piccola New Style,1102 W Main St,3.3,490,Home Team Grill,1630 W Main St,6.5,0.9627719805585074,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,130.8499025954157,Piccola New Style,1102 W Main St,3.3,99,CapTech,1118 W Main St,,0.9226347055031968,office
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,130.8499025954157,Piccola New Style,1102 W Main St,3.3,115,Sportable Richmond Adaptive Sports & Recreation,1327 Floyd Ave,,0.224674668571329,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,798.0046358856468,Chili's,355 W Cary St,2.5,295,Beauvine Burger Concept,1501 W Main St,8.5,0.9884675016985176,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,798.0046358856468,Chili's,355 W Cary St,2.5,170,Postbellum,1323 W Main St,7.6,0.9516227374875876,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,798.0046358856468,Chili's,355 W Cary St,2.5,828,Cobra Cabana,901 W Marshall St,7.9,0.995366095848649,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,798.0046358856468,Chili's,355 W Cary St,2.5,974,The Sidewalk Cafe,2101 W Main St,7.9,0.9933278748497464,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,798.0046358856468,Chili's,355 W Cary St,2.5,814,District 5,1911 W Main St,7.7,0.9792345347804122,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,798.0046358856468,Chili's,355 W Cary St,2.5,894,Byrd House,301 W Franklin St,7.3,0.9684685469400554,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,798.0046358856468,Chili's,355 W Cary St,2.5,854,The Camel,1621 W Broad St,7.2,0.9812727557793148,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,798.0046358856468,Chili's,355 W Cary St,2.5,490,Home Team Grill,1630 W Main St,6.5,0.9627719805585074,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,798.0046358856468,Chili's,355 W Cary St,2.5,99,CapTech,1118 W Main St,,0.9226347055031968,office
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,798.0046358856468,Chili's,355 W Cary St,2.5,115,Sportable Richmond Adaptive Sports & Recreation,1327 Floyd Ave,,0.224674668571329,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,922.5905718061256,The Honey Drizzle At The Riviere,506 W Broad St,3.8,295,Beauvine Burger Concept,1501 W Main St,8.5,0.9884675016985176,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,922.5905718061256,The Honey Drizzle At The Riviere,506 W Broad St,3.8,170,Postbellum,1323 W Main St,7.6,0.9516227374875876,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,922.5905718061256,The Honey Drizzle At The Riviere,506 W Broad St,3.8,828,Cobra Cabana,901 W Marshall St,7.9,0.995366095848649,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,922.5905718061256,The Honey Drizzle At The Riviere,506 W Broad St,3.8,974,The Sidewalk Cafe,2101 W Main St,7.9,0.9933278748497464,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,922.5905718061256,The Honey Drizzle At The Riviere,506 W Broad St,3.8,814,District 5,1911 W Main St,7.7,0.9792345347804122,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,922.5905718061256,The Honey Drizzle At The Riviere,506 W Broad St,3.8,894,Byrd House,301 W Franklin St,7.3,0.9684685469400554,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,922.5905718061256,The Honey Drizzle At The Riviere,506 W Broad St,3.8,854,The Camel,1621 W Broad St,7.2,0.9812727557793148,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,922.5905718061256,The Honey Drizzle At The Riviere,506 W Broad St,3.8,490,Home Team Grill,1630 W Main St,6.5,0.9627719805585074,bar
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,922.5905718061256,The Honey Drizzle At The Riviere,506 W Broad St,3.8,99,CapTech,1118 W Main St,,0.9226347055031968,office
Sydney Park,37.54696765790552,-77.45659857991984,2,14,16,922.5905718061256,The Honey Drizzle At The Riviere,506 W Broad St,3.8,115,Sportable Richmond Adaptive Sports & Recreation,1327 Floyd Ave,,0.224674668571329,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,1128.9815729952654,The Savory Grain,2043 W Broad St,4.1,968,T J's Restaurant & Lounge,101 W Franklin St,8.4,0.949288364719614,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,1128.9815729952654,The Savory Grain,2043 W Broad St,4.1,945,Bar Solita,123 W Broad St,7.3,0.9363970524188632,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,1128.9815729952654,The Savory Grain,2043 W Broad St,4.1,250,Chuggers Old City Pub,900 W Franklin St,,0.5504590352420605,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,1128.9815729952654,The Savory Grain,2043 W Broad St,4.1,308,Maintenance Support Services,304 Gilmer St,,0.2388376914098566,office
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,910.5014344672902,Bar Solita,123 W Broad St,3.6,968,T J's Restaurant & Lounge,101 W Franklin St,8.4,0.949288364719614,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,910.5014344672902,Bar Solita,123 W Broad St,3.6,945,Bar Solita,123 W Broad St,7.3,0.9363970524188632,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,910.5014344672902,Bar Solita,123 W Broad St,3.6,250,Chuggers Old City Pub,900 W Franklin St,,0.5504590352420605,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,910.5014344672902,Bar Solita,123 W Broad St,3.6,308,Maintenance Support Services,304 Gilmer St,,0.2388376914098566,office
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,840.885848305364,GWARbar,217 W Clay St,4.2,968,T J's Restaurant & Lounge,101 W Franklin St,8.4,0.949288364719614,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,840.885848305364,GWARbar,217 W Clay St,4.2,945,Bar Solita,123 W Broad St,7.3,0.9363970524188632,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,840.885848305364,GWARbar,217 W Clay St,4.2,250,Chuggers Old City Pub,900 W Franklin St,,0.5504590352420605,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,840.885848305364,GWARbar,217 W Clay St,4.2,308,Maintenance Support Services,304 Gilmer St,,0.2388376914098566,office
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,919.3494220133998,Penny's Wine Shop,405 Brook Rd,4.8,968,T J's Restaurant & Lounge,101 W Franklin St,8.4,0.949288364719614,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,919.3494220133998,Penny's Wine Shop,405 Brook Rd,4.8,945,Bar Solita,123 W Broad St,7.3,0.9363970524188632,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,919.3494220133998,Penny's Wine Shop,405 Brook Rd,4.8,250,Chuggers Old City Pub,900 W Franklin St,,0.5504590352420605,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,919.3494220133998,Penny's Wine Shop,405 Brook Rd,4.8,308,Maintenance Support Services,304 Gilmer St,,0.2388376914098566,office
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,1046.679788467946,SWITCH Pop-up Bar,13 West Broad St,4.0,968,T J's Restaurant & Lounge,101 W Franklin St,8.4,0.949288364719614,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,1046.679788467946,SWITCH Pop-up Bar,13 West Broad St,4.0,945,Bar Solita,123 W Broad St,7.3,0.9363970524188632,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,1046.679788467946,SWITCH Pop-up Bar,13 West Broad St,4.0,250,Chuggers Old City Pub,900 W Franklin St,,0.5504590352420605,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,1046.679788467946,SWITCH Pop-up Bar,13 West Broad St,4.0,308,Maintenance Support Services,304 Gilmer St,,0.2388376914098566,office
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,886.7876069684165,Q Rooftop Bar,201 W Broad St,4.1,968,T J's Restaurant & Lounge,101 W Franklin St,8.4,0.949288364719614,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,886.7876069684165,Q Rooftop Bar,201 W Broad St,4.1,945,Bar Solita,123 W Broad St,7.3,0.9363970524188632,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,886.7876069684165,Q Rooftop Bar,201 W Broad St,4.1,250,Chuggers Old City Pub,900 W Franklin St,,0.5504590352420605,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,886.7876069684165,Q Rooftop Bar,201 W Broad St,4.1,308,Maintenance Support Services,304 Gilmer St,,0.2388376914098566,office
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,1122.3578020551631,Barcode,6 E Grace St,3.5,968,T J's Restaurant & Lounge,101 W Franklin St,8.4,0.949288364719614,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,1122.3578020551631,Barcode,6 E Grace St,3.5,945,Bar Solita,123 W Broad St,7.3,0.9363970524188632,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,1122.3578020551631,Barcode,6 E Grace St,3.5,250,Chuggers Old City Pub,900 W Franklin St,,0.5504590352420605,bar
Broad & Harrison,37.55147166118693,-77.45193690061576,0,19,19,1122.3578020551631,Barcode,6 E Grace St,3.5,308,Maintenance Support Services,304 Gilmer St,,0.2388376914098566,office
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,1195.4127997458363,Sweet Ps,304 W Broad St,4.0,960,Main Line Brewery,1603 Ownby Ln,7.0,0.9832587147013222,bar
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,1195.4127997458363,Sweet Ps,304 W Broad St,4.0,668,The Mansion Room at Fielden's,2033 W Broad St,6.4,0.8993780812849502,bar
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,1195.4127997458363,Sweet Ps,304 W Broad St,4.0,74,Tap 20 Tavern,711 N Lombardy St,,0.86831698691706,bar
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,1195.4127997458363,Sweet Ps,304 W Broad St,4.0,89,VCU Center For Psychological Services and Development,612 N Lombardy St,,0.9192899325819208,office
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,1195.4127997458363,Sweet Ps,304 W Broad St,4.0,140,Science Pub RVA at The Camel,Broad Street,,0.4536174067557444,bar
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,504.7326570808433,Brun,203 N Lombardy St,2.6,960,Main Line Brewery,1603 Ownby Ln,7.0,0.9832587147013222,bar
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,504.7326570808433,Brun,203 N Lombardy St,2.6,668,The Mansion Room at Fielden's,2033 W Broad St,6.4,0.8993780812849502,bar
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,504.7326570808433,Brun,203 N Lombardy St,2.6,74,Tap 20 Tavern,711 N Lombardy St,,0.86831698691706,bar
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,504.7326570808433,Brun,203 N Lombardy St,2.6,89,VCU Center For Psychological Services and Development,612 N Lombardy St,,0.9192899325819208,office
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,504.7326570808433,Brun,203 N Lombardy St,2.6,140,Science Pub RVA at The Camel,Broad Street,,0.4536174067557444,bar
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,1032.126588265342,Sky Box,1911 W Main St,0.0,960,Main Line Brewery,1603 Ownby Ln,7.0,0.9832587147013222,bar
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,1032.126588265342,Sky Box,1911 W Main St,0.0,668,The Mansion Room at Fielden's,2033 W Broad St,6.4,0.8993780812849502,bar
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,1032.126588265342,Sky Box,1911 W Main St,0.0,74,Tap 20 Tavern,711 N Lombardy St,,0.86831698691706,bar
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,1032.126588265342,Sky Box,1911 W Main St,0.0,89,VCU Center For Psychological Services and Development,612 N Lombardy St,,0.9192899325819208,office
Broad & Lombardy,37.55371555769088,-77.45568104693,0,23,23,1032.126588265342,Sky Box,1911 W Main St,0.0,140,Science Pub RVA at The Camel,Broad Street,,0.4536174067557444,bar
Broad Rock Library,37.48329106243563,-77.47938997776974,0,10,10,1367.3509041185423,Sky Restaurant & Lounge,5250 Hull St Rd,3.7,424,The Pitts,2220 Broad Rock Blvd,,0.0258174659860982,bar
Broad Rock Library,37.48329106243563,-77.47938997776974,0,10,10,972.7556232713736,El Paraiso,3025 Broad Rock Blvd,0.0,424,The Pitts,2220 Broad Rock Blvd,,0.0258174659860982,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,389.1458810290655,Mama J's Kitchen,415 N 1st St,4.3,804,Lillie Pearl,416 E Grace St,8.3,0.9658902844799052,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,389.1458810290655,Mama J's Kitchen,415 N 1st St,4.3,906,Penny Lane Pub,421 E Franklin St,8.4,0.991063184850966,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,389.1458810290655,Mama J's Kitchen,415 N 1st St,4.3,807,Wong Gonzalez,412 E Grace St,8.1,0.9605072905597268,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,389.1458810290655,Mama J's Kitchen,415 N 1st St,4.3,451,Barcode,6 E Grace St,7.3,0.9722488371687892,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,389.1458810290655,Mama J's Kitchen,415 N 1st St,4.3,705,Godfrey's,308 E Grace St,7.2,0.9714997473999616,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,389.1458810290655,Mama J's Kitchen,415 N 1st St,4.3,936,Maya Mexican Grill And Tequila Lounge,525 E Grace St,7.3,0.9728934027838266,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,389.1458810290655,Mama J's Kitchen,415 N 1st St,4.3,801,Cary 100,100 E Cary St,7.1,0.0380990540564082,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,389.1458810290655,Mama J's Kitchen,415 N 1st St,4.3,432,The Speakeasy Grill,526 N 2nd St,6.4,0.8961900945943592,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,808.6549136289516,Lillie Pearl,418 E Grace St,4.5,804,Lillie Pearl,416 E Grace St,8.3,0.9658902844799052,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,808.6549136289516,Lillie Pearl,418 E Grace St,4.5,906,Penny Lane Pub,421 E Franklin St,8.4,0.991063184850966,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,808.6549136289516,Lillie Pearl,418 E Grace St,4.5,807,Wong Gonzalez,412 E Grace St,8.1,0.9605072905597268,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,808.6549136289516,Lillie Pearl,418 E Grace St,4.5,451,Barcode,6 E Grace St,7.3,0.9722488371687892,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,808.6549136289516,Lillie Pearl,418 E Grace St,4.5,705,Godfrey's,308 E Grace St,7.2,0.9714997473999616,bar
Abner Clay Park,37.54887732047105,-77.44269669055932,0,16,16,808.6549136289516,Lillie Pearl,418 E Grace St,4.5,936,Maya Mexican Grill And Tequila Lounge,525 E Grace St,7.3,0.9728934027838266,bar
