station,latitude,longitude,free_bikes,empty_slots,total_bike_cap,uid,renting,returning,last_updated,has_ebikes,ebikes,payment,payment-terminal,slots,rental_uris.android,rental_uris.ios,distanceyelp,poiname,location.address,ratingyelp,categories,distancefoursq,namefoursq,location.addressfoursq,ratingfoursq,popularityfoursq,categoriesfoursq
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,274.1937988065966,Smokecraft Modern Barbecue,1051 N Highland St,4.3,bar,442,Screwtop Wine Bar,1025 N Fillmore St,8.5,0.9652106129283714,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,274.1937988065966,Smokecraft Modern Barbecue,1051 N Highland St,4.3,bar,200,Pamplona,3100 Clarendon Blvd,7.7,0.9549037156797644,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,274.1937988065966,Smokecraft Modern Barbecue,1051 N Highland St,4.3,bar,426,The Board Room,925 N Garfield St,8.2,0.9720241360394952,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,274.1937988065966,Smokecraft Modern Barbecue,1051 N Highland St,4.3,bar,157,Don Tito,3165 Wilson Blvd,7.3,0.9886248809076998,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,274.1937988065966,Smokecraft Modern Barbecue,1051 N Highland St,4.3,bar,311,East West Coffee Wine,3101 Wilson Blvd,7.5,0.9730634870225482,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,274.1937988065966,Smokecraft Modern Barbecue,1051 N Highland St,4.3,bar,460,Wilson Hardware Kitchen & Bar,2915 Wilson Blvd,7.3,0.9670006062880736,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,154.34177969360792,Don Tito,3165 Wilson Blvd,3.6,bar,97,The Liberty Tavern,3195 Wilson Blvd,8.5,0.982388775009383,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,154.34177969360792,Don Tito,3165 Wilson Blvd,3.6,bar,240,Lyon Hall,3100 Washington Blvd,8.5,0.9821866789849004,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,154.34177969360792,Don Tito,3165 Wilson Blvd,3.6,bar,131,The Lot,3217 10th St N,8.0,0.9721107486214164,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,154.34177969360792,Don Tito,3165 Wilson Blvd,3.6,bar,62,O'Sullivan's Irish Pub,3207 Washington Blvd,7.5,0.980685394231602,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,154.34177969360792,Don Tito,3165 Wilson Blvd,3.6,bar,442,Screwtop Wine Bar,1025 N Fillmore St,8.5,0.9652106129283714,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,154.34177969360792,Don Tito,3165 Wilson Blvd,3.6,bar,200,Pamplona,3100 Clarendon Blvd,7.7,0.9549037156797644,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,154.34177969360792,Don Tito,3165 Wilson Blvd,3.6,bar,426,The Board Room,925 N Garfield St,8.2,0.9720241360394952,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,154.34177969360792,Don Tito,3165 Wilson Blvd,3.6,bar,157,Don Tito,3165 Wilson Blvd,7.3,0.9886248809076998,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,154.34177969360792,Don Tito,3165 Wilson Blvd,3.6,bar,311,East West Coffee Wine,3101 Wilson Blvd,7.5,0.9730634870225482,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,154.34177969360792,Don Tito,3165 Wilson Blvd,3.6,bar,460,Wilson Hardware Kitchen & Bar,2915 Wilson Blvd,7.3,0.9670006062880736,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,42.6815910062763,Northside Social Coffee & Wine,3211 Wilson Blvd,4.0,bar,97,The Liberty Tavern,3195 Wilson Blvd,8.5,0.982388775009383,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,42.6815910062763,Northside Social Coffee & Wine,3211 Wilson Blvd,4.0,bar,240,Lyon Hall,3100 Washington Blvd,8.5,0.9821866789849004,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,42.6815910062763,Northside Social Coffee & Wine,3211 Wilson Blvd,4.0,bar,131,The Lot,3217 10th St N,8.0,0.9721107486214164,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,42.6815910062763,Northside Social Coffee & Wine,3211 Wilson Blvd,4.0,bar,62,O'Sullivan's Irish Pub,3207 Washington Blvd,7.5,0.980685394231602,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,42.6815910062763,Northside Social Coffee & Wine,3211 Wilson Blvd,4.0,bar,442,Screwtop Wine Bar,1025 N Fillmore St,8.5,0.9652106129283714,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,42.6815910062763,Northside Social Coffee & Wine,3211 Wilson Blvd,4.0,bar,200,Pamplona,3100 Clarendon Blvd,7.7,0.9549037156797644,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,42.6815910062763,Northside Social Coffee & Wine,3211 Wilson Blvd,4.0,bar,426,The Board Room,925 N Garfield St,8.2,0.9720241360394952,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,42.6815910062763,Northside Social Coffee & Wine,3211 Wilson Blvd,4.0,bar,157,Don Tito,3165 Wilson Blvd,7.3,0.9886248809076998,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,42.6815910062763,Northside Social Coffee & Wine,3211 Wilson Blvd,4.0,bar,311,East West Coffee Wine,3101 Wilson Blvd,7.5,0.9730634870225482,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,42.6815910062763,Northside Social Coffee & Wine,3211 Wilson Blvd,4.0,bar,460,Wilson Hardware Kitchen & Bar,2915 Wilson Blvd,7.3,0.9670006062880736,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,361.31531291187304,CIRCA at Clarendon,3010 Clarendon Blvd,3.9,bar,97,The Liberty Tavern,3195 Wilson Blvd,8.5,0.982388775009383,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,361.31531291187304,CIRCA at Clarendon,3010 Clarendon Blvd,3.9,bar,240,Lyon Hall,3100 Washington Blvd,8.5,0.9821866789849004,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,361.31531291187304,CIRCA at Clarendon,3010 Clarendon Blvd,3.9,bar,131,The Lot,3217 10th St N,8.0,0.9721107486214164,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,361.31531291187304,CIRCA at Clarendon,3010 Clarendon Blvd,3.9,bar,62,O'Sullivan's Irish Pub,3207 Washington Blvd,7.5,0.980685394231602,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,361.31531291187304,CIRCA at Clarendon,3010 Clarendon Blvd,3.9,bar,442,Screwtop Wine Bar,1025 N Fillmore St,8.5,0.9652106129283714,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,361.31531291187304,CIRCA at Clarendon,3010 Clarendon Blvd,3.9,bar,200,Pamplona,3100 Clarendon Blvd,7.7,0.9549037156797644,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,361.31531291187304,CIRCA at Clarendon,3010 Clarendon Blvd,3.9,bar,426,The Board Room,925 N Garfield St,8.2,0.9720241360394952,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,361.31531291187304,CIRCA at Clarendon,3010 Clarendon Blvd,3.9,bar,157,Don Tito,3165 Wilson Blvd,7.3,0.9886248809076998,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,361.31531291187304,CIRCA at Clarendon,3010 Clarendon Blvd,3.9,bar,311,East West Coffee Wine,3101 Wilson Blvd,7.5,0.9730634870225482,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,361.31531291187304,CIRCA at Clarendon,3010 Clarendon Blvd,3.9,bar,460,Wilson Hardware Kitchen & Bar,2915 Wilson Blvd,7.3,0.9670006062880736,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,127.67909877593006,Spider Kelly's,3181 Wilson Blvd,3.1,bar,97,The Liberty Tavern,3195 Wilson Blvd,8.5,0.982388775009383,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,127.67909877593006,Spider Kelly's,3181 Wilson Blvd,3.1,bar,240,Lyon Hall,3100 Washington Blvd,8.5,0.9821866789849004,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,127.67909877593006,Spider Kelly's,3181 Wilson Blvd,3.1,bar,131,The Lot,3217 10th St N,8.0,0.9721107486214164,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,127.67909877593006,Spider Kelly's,3181 Wilson Blvd,3.1,bar,62,O'Sullivan's Irish Pub,3207 Washington Blvd,7.5,0.980685394231602,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,127.67909877593006,Spider Kelly's,3181 Wilson Blvd,3.1,bar,442,Screwtop Wine Bar,1025 N Fillmore St,8.5,0.9652106129283714,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,127.67909877593006,Spider Kelly's,3181 Wilson Blvd,3.1,bar,200,Pamplona,3100 Clarendon Blvd,7.7,0.9549037156797644,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,127.67909877593006,Spider Kelly's,3181 Wilson Blvd,3.1,bar,426,The Board Room,925 N Garfield St,8.2,0.9720241360394952,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,127.67909877593006,Spider Kelly's,3181 Wilson Blvd,3.1,bar,157,Don Tito,3165 Wilson Blvd,7.3,0.9886248809076998,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,127.67909877593006,Spider Kelly's,3181 Wilson Blvd,3.1,bar,311,East West Coffee Wine,3101 Wilson Blvd,7.5,0.9730634870225482,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,127.67909877593006,Spider Kelly's,3181 Wilson Blvd,3.1,bar,460,Wilson Hardware Kitchen & Bar,2915 Wilson Blvd,7.3,0.9670006062880736,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,356.5835687986835,Brass Rabbit Pub,1210 N Garfield St,4.2,school,97,The Liberty Tavern,3195 Wilson Blvd,8.5,0.982388775009383,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,356.5835687986835,Brass Rabbit Pub,1210 N Garfield St,4.2,school,240,Lyon Hall,3100 Washington Blvd,8.5,0.9821866789849004,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,356.5835687986835,Brass Rabbit Pub,1210 N Garfield St,4.2,school,131,The Lot,3217 10th St N,8.0,0.9721107486214164,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,356.5835687986835,Brass Rabbit Pub,1210 N Garfield St,4.2,school,62,O'Sullivan's Irish Pub,3207 Washington Blvd,7.5,0.980685394231602,bar
Fairfax Dr & Wilson Blvd,38.885801,-77.097745,5,6,11,08251ded-1f3f-11e7-bf6b-3863bb334450,1,1,1729395530,True,3,"['key', 'creditcard']",True,12,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,356.5835687986835,Brass Rabbit Pub,1210 N Garfield St,4.2,school,442,Screwtop Wine Bar,1025 N Fillmore St,8.5,0.9652106129283714,bar
