station,latitude,longitude,free_bikes,empty_slots,total_bike_cap,uid,renting,returning,last_updated,has_ebikes,ebikes,payment,payment-terminal,slots,rental_uris.android,rental_uris.ios,distanceyelp,poiname,location.address,ratingyelp,categories,distancefoursq,namefoursq,location.addressfoursq,ratingfoursq,popularityfoursq,categoriesfoursq
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,116.0312575475085,The 219 Restaurant,219 King St,3.2,bar,311,Vola’s Dockside Grill and Hi-Tide Lounge,101 N Union St,7.8,0.996371204439938,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,116.0312575475085,The 219 Restaurant,219 King St,3.2,bar,222,Urbano,116 King St,7.5,0.9603500720422647,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,144.3153592525068,Sonoma Cellar,207 King St,3.9,bar,111,Basin Street Lounge,219 King St,8.2,0.9660600885853032,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,144.3153592525068,Sonoma Cellar,207 King St,3.9,bar,103,Gadsby's Tavern,138 N Royal St,8.0,0.9796680719355356,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,144.3153592525068,Sonoma Cellar,207 King St,3.9,bar,82,Grape + Bean,118 S Royal St,7.9,0.7128982336303965,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,144.3153592525068,Sonoma Cellar,207 King St,3.9,bar,297,Mai Thai,6 King St,8.2,0.9814291050749772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,144.3153592525068,Sonoma Cellar,207 King St,3.9,bar,291,Virtue Feed and Grain,106 S Union St,8.1,0.992689044239287,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,144.3153592525068,Sonoma Cellar,207 King St,3.9,bar,287,Union Street Public House,121 S Union St,8.0,0.9883131437109772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,144.3153592525068,Sonoma Cellar,207 King St,3.9,bar,356,Murphy S Grand Ir,713 King St,8.0,0.9851112652756284,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,144.3153592525068,Sonoma Cellar,207 King St,3.9,bar,234,Daniel O'Connell's,112 King St,7.6,0.9848444420726826,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,144.3153592525068,Sonoma Cellar,207 King St,3.9,bar,311,Vola’s Dockside Grill and Hi-Tide Lounge,101 N Union St,7.8,0.996371204439938,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,144.3153592525068,Sonoma Cellar,207 King St,3.9,bar,222,Urbano,116 King St,7.5,0.9603500720422647,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,364.19657629624703,Chadwicks,203 Strand St,3.9,bar,111,Basin Street Lounge,219 King St,8.2,0.9660600885853032,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,364.19657629624703,Chadwicks,203 Strand St,3.9,bar,103,Gadsby's Tavern,138 N Royal St,8.0,0.9796680719355356,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,364.19657629624703,Chadwicks,203 Strand St,3.9,bar,82,Grape + Bean,118 S Royal St,7.9,0.7128982336303965,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,364.19657629624703,Chadwicks,203 Strand St,3.9,bar,297,Mai Thai,6 King St,8.2,0.9814291050749772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,364.19657629624703,Chadwicks,203 Strand St,3.9,bar,291,Virtue Feed and Grain,106 S Union St,8.1,0.992689044239287,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,364.19657629624703,Chadwicks,203 Strand St,3.9,bar,287,Union Street Public House,121 S Union St,8.0,0.9883131437109772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,364.19657629624703,Chadwicks,203 Strand St,3.9,bar,356,Murphy S Grand Ir,713 King St,8.0,0.9851112652756284,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,364.19657629624703,Chadwicks,203 Strand St,3.9,bar,234,Daniel O'Connell's,112 King St,7.6,0.9848444420726826,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,364.19657629624703,Chadwicks,203 Strand St,3.9,bar,311,Vola’s Dockside Grill and Hi-Tide Lounge,101 N Union St,7.8,0.996371204439938,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,364.19657629624703,Chadwicks,203 Strand St,3.9,bar,222,Urbano,116 King St,7.5,0.9603500720422647,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,139.12777848778472,Bollywood Masala,211 King St,4.8,bar,111,Basin Street Lounge,219 King St,8.2,0.9660600885853032,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,139.12777848778472,Bollywood Masala,211 King St,4.8,bar,103,Gadsby's Tavern,138 N Royal St,8.0,0.9796680719355356,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,139.12777848778472,Bollywood Masala,211 King St,4.8,bar,82,Grape + Bean,118 S Royal St,7.9,0.7128982336303965,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,139.12777848778472,Bollywood Masala,211 King St,4.8,bar,297,Mai Thai,6 King St,8.2,0.9814291050749772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,139.12777848778472,Bollywood Masala,211 King St,4.8,bar,291,Virtue Feed and Grain,106 S Union St,8.1,0.992689044239287,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,139.12777848778472,Bollywood Masala,211 King St,4.8,bar,287,Union Street Public House,121 S Union St,8.0,0.9883131437109772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,139.12777848778472,Bollywood Masala,211 King St,4.8,bar,356,Murphy S Grand Ir,713 King St,8.0,0.9851112652756284,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,139.12777848778472,Bollywood Masala,211 King St,4.8,bar,234,Daniel O'Connell's,112 King St,7.6,0.9848444420726826,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,139.12777848778472,Bollywood Masala,211 King St,4.8,bar,311,Vola’s Dockside Grill and Hi-Tide Lounge,101 N Union St,7.8,0.996371204439938,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,139.12777848778472,Bollywood Masala,211 King St,4.8,bar,222,Urbano,116 King St,7.5,0.9603500720422647,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,427.7686247343303,Hen Quarter,801 King St,3.9,bar,111,Basin Street Lounge,219 King St,8.2,0.9660600885853032,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,427.7686247343303,Hen Quarter,801 King St,3.9,bar,103,Gadsby's Tavern,138 N Royal St,8.0,0.9796680719355356,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,427.7686247343303,Hen Quarter,801 King St,3.9,bar,82,Grape + Bean,118 S Royal St,7.9,0.7128982336303965,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,427.7686247343303,Hen Quarter,801 King St,3.9,bar,297,Mai Thai,6 King St,8.2,0.9814291050749772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,427.7686247343303,Hen Quarter,801 King St,3.9,bar,291,Virtue Feed and Grain,106 S Union St,8.1,0.992689044239287,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,427.7686247343303,Hen Quarter,801 King St,3.9,bar,287,Union Street Public House,121 S Union St,8.0,0.9883131437109772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,427.7686247343303,Hen Quarter,801 King St,3.9,bar,356,Murphy S Grand Ir,713 King St,8.0,0.9851112652756284,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,427.7686247343303,Hen Quarter,801 King St,3.9,bar,234,Daniel O'Connell's,112 King St,7.6,0.9848444420726826,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,427.7686247343303,Hen Quarter,801 King St,3.9,bar,311,Vola’s Dockside Grill and Hi-Tide Lounge,101 N Union St,7.8,0.996371204439938,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,427.7686247343303,Hen Quarter,801 King St,3.9,bar,222,Urbano,116 King St,7.5,0.9603500720422647,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,394.0439244655429,Alice Comfort Cocktail,724 King St,4.6,bar,111,Basin Street Lounge,219 King St,8.2,0.9660600885853032,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,394.0439244655429,Alice Comfort Cocktail,724 King St,4.6,bar,103,Gadsby's Tavern,138 N Royal St,8.0,0.9796680719355356,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,394.0439244655429,Alice Comfort Cocktail,724 King St,4.6,bar,82,Grape + Bean,118 S Royal St,7.9,0.7128982336303965,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,394.0439244655429,Alice Comfort Cocktail,724 King St,4.6,bar,297,Mai Thai,6 King St,8.2,0.9814291050749772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,394.0439244655429,Alice Comfort Cocktail,724 King St,4.6,bar,291,Virtue Feed and Grain,106 S Union St,8.1,0.992689044239287,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,394.0439244655429,Alice Comfort Cocktail,724 King St,4.6,bar,287,Union Street Public House,121 S Union St,8.0,0.9883131437109772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,394.0439244655429,Alice Comfort Cocktail,724 King St,4.6,bar,356,Murphy S Grand Ir,713 King St,8.0,0.9851112652756284,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,394.0439244655429,Alice Comfort Cocktail,724 King St,4.6,bar,234,Daniel O'Connell's,112 King St,7.6,0.9848444420726826,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,394.0439244655429,Alice Comfort Cocktail,724 King St,4.6,bar,311,Vola’s Dockside Grill and Hi-Tide Lounge,101 N Union St,7.8,0.996371204439938,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,394.0439244655429,Alice Comfort Cocktail,724 King St,4.6,bar,222,Urbano,116 King St,7.5,0.9603500720422647,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,248.0934342343104,Fish Market Restaurant,105 King St,3.5,bar,111,Basin Street Lounge,219 King St,8.2,0.9660600885853032,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,248.0934342343104,Fish Market Restaurant,105 King St,3.5,bar,103,Gadsby's Tavern,138 N Royal St,8.0,0.9796680719355356,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,248.0934342343104,Fish Market Restaurant,105 King St,3.5,bar,82,Grape + Bean,118 S Royal St,7.9,0.7128982336303965,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,248.0934342343104,Fish Market Restaurant,105 King St,3.5,bar,297,Mai Thai,6 King St,8.2,0.9814291050749772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,248.0934342343104,Fish Market Restaurant,105 King St,3.5,bar,291,Virtue Feed and Grain,106 S Union St,8.1,0.992689044239287,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,248.0934342343104,Fish Market Restaurant,105 King St,3.5,bar,287,Union Street Public House,121 S Union St,8.0,0.9883131437109772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,248.0934342343104,Fish Market Restaurant,105 King St,3.5,bar,356,Murphy S Grand Ir,713 King St,8.0,0.9851112652756284,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,248.0934342343104,Fish Market Restaurant,105 King St,3.5,bar,234,Daniel O'Connell's,112 King St,7.6,0.9848444420726826,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,248.0934342343104,Fish Market Restaurant,105 King St,3.5,bar,311,Vola’s Dockside Grill and Hi-Tide Lounge,101 N Union St,7.8,0.996371204439938,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,248.0934342343104,Fish Market Restaurant,105 King St,3.5,bar,222,Urbano,116 King St,7.5,0.9603500720422647,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,501.2303528386924,BARCA Pier & Wine Bar,2 Pioneer Mill Way,4.2,bar,111,Basin Street Lounge,219 King St,8.2,0.9660600885853032,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,501.2303528386924,BARCA Pier & Wine Bar,2 Pioneer Mill Way,4.2,bar,103,Gadsby's Tavern,138 N Royal St,8.0,0.9796680719355356,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,501.2303528386924,BARCA Pier & Wine Bar,2 Pioneer Mill Way,4.2,bar,82,Grape + Bean,118 S Royal St,7.9,0.7128982336303965,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,501.2303528386924,BARCA Pier & Wine Bar,2 Pioneer Mill Way,4.2,bar,297,Mai Thai,6 King St,8.2,0.9814291050749772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,501.2303528386924,BARCA Pier & Wine Bar,2 Pioneer Mill Way,4.2,bar,291,Virtue Feed and Grain,106 S Union St,8.1,0.992689044239287,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,501.2303528386924,BARCA Pier & Wine Bar,2 Pioneer Mill Way,4.2,bar,287,Union Street Public House,121 S Union St,8.0,0.9883131437109772,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,501.2303528386924,BARCA Pier & Wine Bar,2 Pioneer Mill Way,4.2,bar,356,Murphy S Grand Ir,713 King St,8.0,0.9851112652756284,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,501.2303528386924,BARCA Pier & Wine Bar,2 Pioneer Mill Way,4.2,bar,234,Daniel O'Connell's,112 King St,7.6,0.9848444420726826,bar
Market Square / King St & Royal St,38.804718,-77.043363,14,1,15,082539e0-1f3f-11e7-bf6b-3863bb334450,1,1,1729395457,True,4,"['key', 'creditcard']",True,15,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,501.2303528386924,BARCA Pier & Wine Bar,2 Pioneer Mill Way,4.2,bar,311,Vola’s Dockside Grill and Hi-Tide Lounge,101 N Union St,7.8,0.996371204439938,bar
